length,num,title,link,date,sector,subsector,author,points
35,3,'Is this the beginning of the end?': OPEC discord raises questions about its long-term future,https://www.cnbc.com/oil-gas/?page=1,2019/12/06,Energy,oil-gas/,Sam Meredith ,"['It was initially unclear whether  OPEC members had secured a deal on Thursday, following an acrimonious meeting that ran late into the evening.', 'Herman Wang, OPEC and Middle East specialist at S&P Global Platts, said the meeting had caused him to question the long-term future of OPEC.', 'Speaking to CNBC\'s Dan Murphy in Vienna on Friday, Wang said: ""What we saw last night was not a unified OPEC. Is this the beginning of the end?""']"
35,4,OPEC and its allies agree to deepen oil production cuts,https://www.cnbc.com/oil-gas/?page=1,2019/12/06,Energy,oil-gas/,Sam Meredith ,"['The new deal, which is much larger than many analysts had expected, will see OPEC+ reduce total oil output by 1.7 million b/d.', ""Saudi Arabia's Energy Minister Prince Abdulaziz bin Salman\xa0explained his country would also extend a voluntary cut of 400,000 b/d. "", ""This means the energy alliance's total cuts would effectively amount to 2.1 million b/d, he said."", 'The energy alliance has said it plans to review the policy at a meeting on March 5-6.']"
35,5,Saudi minister looks to make his mark as OPEC meeting gets underway,https://www.cnbc.com/oil-gas/?page=1,2019/12/05,Energy,oil-gas/,Hadley Gamble,"['With current cuts set to expire in March, sources told Reuters that a new deal could be extended to June or until the end of 2020. ', 'Key to any deal will be the ability to get all members on side, including Russia.']"
35,6,"Saudi Arabia denies pushing OPEC allies to commit to a deeper round of production cuts, source says",https://www.cnbc.com/oil-gas/?page=1,2019/12/05,Energy,oil-gas/,Sam Meredith ,"['The oil-rich kingdom was widely considered to be pushing for other OPEC members to sign up for at least an additional 400,000 barrels per day of production cuts on Thursday. ', 'But, one anonymous Saudi oil official told CNBC on the sidelines of a meeting in Vienna, Austria that this was not the case — and Riyadh had not proposed any figures.', 'OPEC and non-OPEC allies — sometimes referred to as OPEC+ — have gathered in Vienna this week to discuss the next phase of their oil production policy.']"
35,7,OPEC meeting ends with market expecting deep production cut,https://www.cnbc.com/oil-gas/?page=1,2019/12/05,Energy,oil-gas/,Holly Ellyatt,"['Global oil-producing group OPEC reportedly considered cutting production by an additional 500,000 barrels per day as its biannual meeting kicked off Thursday in Vienna.', 'The reported 500,000 cut is larger than the numbers floated ahead of the meeting. It would bring the total production cut to 1.7 million barrels per day.', 'On Friday, OPEC and its allies — known as OPEC+ and which includes Russia — will meet to finalize any proposed measures, including how any cuts would be implemented by each country.']"
35,8,Everything you need to watch out for at this week's OPEC+ meeting,https://www.cnbc.com/oil-gas/?page=1,2019/12/04,Energy,oil-gas/,Sam Meredith ,"['OPEC members will host a meeting in Vienna, Austria, on Thursday to discuss the next phase of their oil production policy.', 'The 14-member group will then hold talks with non-OPEC allies on Friday.', '""I think there is a possibility that we see around 400,000 barrels per day deeper cuts,"" Amrita Sen, chief oil analyst at Energy Aspects, told CNBC\'s Dan Murphy in Vienna on Wednesday.']"
35,10,Russia opens Siberian pipeline to China as Beijing expands its influence in the Arctic,https://www.cnbc.com/oil-gas/?page=1,2019/12/04,Energy,oil-gas/,Grace Shao,"['The pipeline comes after China unveiled a plan nearly two years ago called the ""Polar Silk Road,"" expanding its campaign for influence to the Arctic.', 'The resource-rich region is at the heart of the geopolitical battle and struggle for influence.', ""As Moscow's relationship with Western countries becomes more frail, Russian business leaders look for more economic opportunities with China, especially in energy.""]"
35,11,Repsol says it will reach zero emissions by 2050,https://www.cnbc.com/oil-gas/?page=1,2019/12/03,Energy,oil-gas/,Pippa Stevens,"['Spain-based Repsol said on Monday that it will be carbon neutral by 2050.', 'The company said changes to its oil operations — including shifting the upstream focus to value creation rather than volume, and integrating renewable energy into its refining operations — as well as an increase in its alternative energy portfolio will help the company reach zero emissions.', '""We are convinced that we must set more ambitious objectives to fight climate change,"" Repsol CEO Josu Jon Imaz said in a statement. ""We are convinced that this strengthens our project that is sustainable, attractive and profitable for all our stakeholders.""']"
35,12,"Natural gas is one of the few trades that hasn't worked on Wall Street, down 50% in 12 months",https://www.cnbc.com/oil-gas/?page=1,2019/12/02,Energy,oil-gas/,Pippa Stevens,"['Natural gas prices fell to a one-month low on Friday, and are currently nearly 50% below where they traded a year ago.', 'Warmer temperatures and record production levels have led to oversupply concerns.', 'The ""recent dip in prices may have run its course,"" KKM Financial\'s Jeff Kilburg said. ""I believe you have to respect the range and view the recent selling action as a Black Friday sale for Nat Gas,"" he added.', 'Longer-term Bespoke Weather chief meteorologist Brian Lovern said that if warmer temperatures continue prices could plunge below the $2.00 level.']"
35,14,Mercedes-Benz US chief says word of mouth the best way to sell electric vehicles,https://www.cnbc.com/oil-gas/?page=1,2019/11/20,Energy,oil-gas/,Kevin Stankiewicz,"['Mercedes-Benz USA CEO Nicholas Speeks says electric vehicles will grow in popularity as more people talk about their positive experiences with them.', 'Manufacturers also need to make quality cars that people want to drive, Speeks tells CNBC.', '""So you have the advantage for yourself in terms of performance but also you have the advantage of benefiting the environment around us,"" Speeks says.\xa0']"
35,15,Russia's Putin says shale oil technologies are 'barbaric',https://www.cnbc.com/oil-gas/?page=1,2019/11/20,Energy,oil-gas/,Sam Meredith ,"[""Output increases in the Permian Basin of Texas, as well as other major formations, have helped the U.S. become the world's largest producer of oil."", 'Earlier this week, the U.S. Energy Information Administration (EIA) said in a monthly forecast that U.S. crude oil output from seven shale formations was projected to rise to a record high of 9.13 million barrels per day in December.']"
35,16,"Oil price will have a 'significant influence' on Russia's growth story, wealth fund chief says",https://www.cnbc.com/oil-gas/?page=1,2019/11/20,Energy,oil-gas/,Holly Ellyatt,"['Oil prices will have a major impact on the direction that the Russian economy will take, according to the chief executive of the Russian Direct Investment Fund (RDIF).', 'He said the alliance or Russia and major oil producer group OPEC (known as OPEC+) is ""ready to act"" if necessary, however.', '""We\'re quite optimistic about the Russian market going forward,"" Kirill Dmitriev, CEO of Russia\'s sovereign wealth fund RDIF, told CNBC.']"
35,17,"Growth in global oil demand more than doubled in the third quarter, IEA reveals",https://www.cnbc.com/oil-gas/?page=1,2019/11/15,Energy,oil-gas/,Elliot Smith,"[""China was the largest contributor, with demand increasing by 640,000 barrels a day year-on-year, and the energy agency's closely-watched report projected a year-on-year acceleration in global growth of 1.9 million barrels per day for the final quarter of 2019."", 'The IEA said the latest figures highlighted the ""increasing disparity between the calm oil market of today and heightened geopolitical tensions.""']"
35,18,Turkey's behavior is 'deeply concerning' but we need patience with them: ex-CIA chief,https://www.cnbc.com/oil-gas/?page=1,2019/11/14,Energy,oil-gas/,Natasha Turak,"['""This is a sensitive time in the relationship not just between Turkey and the U.S. but Turkey and its NATO partners writ large,"" General David Petraeus told CNBC.', ""Turkey's Incirlik airbase houses an estimated 50 U.S. nuclear bombs and 5,000 American military personnel."", 'Petraeus\' comments come as Trump hosts Turkish President Recep Erdogan in Washington, a visit many U.S. lawmakers have called ""shameful"" in the wake of Turkey\'s invasion of Northeastern Syria.\xa0']"
35,19,Who's winning Trump's China trade war? Shipping containers tell the real story,https://www.cnbc.com/oil-gas/?page=1,2019/11/13,Energy,oil-gas/,Lori Ann LaRocco,"['President Trump announced a month ago that his administration had clinched a ""phase one"" trade deal with China. ', 'Since then, countless declarations of ""winning,"" but agreeing to a deal only ""if the terms are right,"" have added to the year and half long conflicting cacophony of rhetoric about the content of any trade agreement with China.', 'Bottom line? The constant bluster has blurred the reality of what a deal would even accomplish, if anything at all. The only way to shovel away the pile of broken promises and contradictory comments is to analyze the flow of maritime trade.']"
35,20,OPEC's Barkindo: Shale producers are concerned that their slowdown is becoming a 'fast deceleration',https://www.cnbc.com/oil-gas/?page=1,2019/11/13,Energy,oil-gas/,Natasha Turak,"['U.S. oil rig count dropped by 2% at the end of October to 700, the lowest in two and a half years.', 'The industry is facing capital retreat as investors pull away from drilling companies, unwilling to spend more money on unprofitable growth.', 'OPEC will determine its forward trajectory at its Vienna meeting on December 5, where it may extend its oil production cuts or choose to deepen them.']"
35,21,"The ball is in Iran's court on talks, senior US energy official says",https://www.cnbc.com/oil-gas/?page=1,2019/11/12,Energy,oil-gas/,Natasha Turak,"['The comments come as Iran steadily rolls back its commitments to the 2015 Iranian nuclear deal, 16 months after President Donald Trump withdrew from it.', 'The International Atomic Energy Agency revealed on Monday that Iran is enriching uranium at its heavily fortified underground Fordow site and speeding up enrichment generally.', 'Critics of the Trump administration argue that its ""maximum pressure"" policy is not conducive to rapprochement.']"
35,22,"Global governments 'still coming to terms' with America's energy abundance, official says",https://www.cnbc.com/oil-gas/?page=1,2019/11/12,Energy,oil-gas/,Holly Ellyatt,"['The U.S. has undergone an ""unprecedented energy transformation"" and is changing international energy market dynamics to such an extent that other countries are only just accepting it, according to the U.S. assistant secretary of state for energy resources.', 'The boom in energy production in the states means that in the fourth quarter of 2020, the U.S. is expected to become a net energy exporter, exporting more energy products than it imports.']"
35,23,"Aramco investors should consider Saudi Arabia's 'control' and 'influence,' analysts say",https://www.cnbc.com/oil-gas/?page=1,2019/11/12,Energy,oil-gas/,Huileng Tan,"[""Saudi Aramco, the world's biggest oil company, announced Saturday that up to 0.5% of the firm's shares will be allocated to individual investors in its initial public offering.""]"
35,24,"Elizabeth Warren's fracking ban pledge shows a 'total lack of understanding,' oil guru Yergin says",https://www.cnbc.com/oil-gas/?page=1,2019/11/11,Energy,oil-gas/,Natasha Turak,"['Elizabeth Warren has pledged to put a ""total moratorium on all new fossil fuel leases for drilling offshore and on public lands"" and ""ban fracking everywhere"" on her first day in office.', ""Opponents of fracking, the fossil fuel extraction process that has catapulted the U.S. to becoming the world's largest producer of oil, have sounded the alarm over its negative environmental impacts."", 'Natural gas mining and extraction employs more than 162,000 workers in the U.S.']"
35,25,"Top energy CEOs defend carbon efforts, call for realism from campaigners",https://www.cnbc.com/oil-gas/?page=1,2019/11/11,Energy,oil-gas/,David Reid,"['BP CEO says he’s ""alarmed"" to hear words like ""extinction, crisis, and emergency.""', 'His counterpart at Siemens says the current energy mix is preventing poverty for millions.', ""Total's Patrick Pouyanne calls for less emotion and more rational thought in the climate change debate.""]"
35,27,"Oil is a 'broken barometer' and 'lagging indicator' of Middle East tensions, energy expert says",https://www.cnbc.com/oil-gas/?page=1,2019/11/11,Energy,oil-gas/,Huileng Tan,"['Investors have been spooked by the fallout from the U.S.-China trade dispute and a global economic slowdown that have resulted in a broader market selloff, said Helima Croft, managing director and global head of commodity strategy at RBC Capital Markets.', '""We have a market that is singularly focused on the demand side,"" Croft told CNBC.']"
35,28,Saudi Aramco will offer less than 1% of shares to individual investors in IPO,https://www.cnbc.com/oil-gas/?page=1,2019/11/09,Energy,oil-gas/,Ted Kemp,"['Saudi Aramco will sell up to 0.5% of its shares to individual investors in what could be the largest initial public offering in history.', 'The world’s biggest oil company released a prospectus, providing further information but without revealing the precise size of its planned offering.', ""Analysts' valuations of the company have varied from $1.2 trillion to $2.3 trillion.""]"
35,29,OPEC considers production cuts as the Aramco IPO complicates its December meeting,https://www.cnbc.com/oil-gas/?page=1,2019/11/07,Energy,oil-gas/,Dan Murphy,"['Analysts believe that OPEC kingpin Saudi Arabia is likely pressuring laggard members, such as Iraq and Nigeria.', 'But the need for deeper production cuts remains uncertain, given the slew of major events leading up to the December 5-6 Vienna meetings that could complicate the decision-making process.', 'On December 3-4, President Donald Trump and Chinese President Xi Jinping may come face-to-face at the NATO Heads of State and Government meeting in London. ']"
35,30,"The US has Apple — Saudi Arabia will have Aramco, JP Morgan says",https://www.cnbc.com/oil-gas/?page=1,2019/11/06,Energy,oil-gas/,Sam Meredith ,"['Saudi Aramco announced plans to go public on Sunday, with the state-owned oil behemoth poised to determine its final launch price over the coming weeks.', 'If Saudi Aramco achieves a valuation of $1.5 trillion next month, it will far exceed the market capitalization of Apple.', '""There is a sort of halo effect which I think is understated to some extent in the context of what they are trying to do as part of these long-term plans,""\xa0Christyan Malek,\xa0head of EMEA oil and gas research at J.P. Morgan, told CNBC.']"
35,31,UAE announces Middle East defense giant in the wake of Aramco attacks,https://www.cnbc.com/oil-gas/?page=1,2019/11/05,Energy,oil-gas/,David Reid,"['The UAE has announced the formation of a new defense giant in the Middle East.', 'Edge will be headed by the former managing director at UAE cybersecurity company DarkMatter.', 'It is a combination of 25 state and private firms and will look to tackle cyber and drone threats.']"
